id,plane_id,article,party_size,pf_time,workload
4110,2,811161,1,6.0,30.149
4111,2,277975,12,2.6,156.7404
4112,2,30513,2,1.5,15.065800000000001
4113,2,810885,1,4.6,23.194200000000002
4114,2,124526,8,2.1,82.188
4115,2,254417,2,45.0,452.40000000000003
4116,2,181931,2,3.2,32.49
4117,2,15755,1,14.0,68.0167
4118,2,84486,4,11.0,210.7844
4119,2,826093,1,8.3,41.5
4120,2,302202,5,0.083,2.0725000000000002
4121,2,308286,10,0.052,2.575
4122,2,179256,1,1.8,8.9559
4123,2,156689,1,6.2,31.161299999999997
4124,2,15772,4,1.7,34.2
4125,2,84501,4,1.6,32.1912
4126,2,15689,2,8.699999999999998,87.2926
4127,2,300782,8,0.013999999999999999,0.5584
4128,2,285307,2,9.7,96.83
4129,2,811063,2,2.5,25.272
4130,2,282468,1,13.0,63.151700000000005
4131,2,810891,2,2.9,28.7286
4132,2,811146,1,7.8,39.075
4133,2,15659,2,1.9,19.052
4134,2,156697,1,13.0,63.0588
4135,2,832960,1,12.0,61.8
4136,2,167260,2,4.3,43.339000000000006
4137,2,300377,16,0.2,15.8544
4138,2,84524,5,1.0,25.689
4139,2,179254,1,1.0,5.2398
4140,2,141881,1,7.2,35.8744
4141,2,295953,1,0.083,0.414
4142,2,124234,6,2.7,81.21000000000001
4143,2,84607,1,2.4,11.915
4144,2,167520,16,3.6,289.3456
4145,2,163607,1,16.0,80.35
4146,2,295463,2,8.4,84.4
4147,2,252816,2,5.6,55.7148
4148,2,173260,1,1.4,6.9588
4149,2,277982,6,1.0,31.1706
4150,2,112082,6,0.26,7.725
4151,2,832962,1,21.0,103.6
4152,2,191410,2,15.0,149.0
4153,2,141879,2,13.0,128.6776
4154,2,832957,1,22.0,111.03
4155,2,300530,4,0.75,14.9028
4156,2,815477,1,8.099999999999998,40.564
4157,2,832965,1,11.0,56.63
4158,2,191408,2,33.0,328.23840000000007
4159,2,124231,4,2.0,40.2816
4160,2,124306,2,1.6,16.1952
4161,2,124398,2,1.9,19.469599999999996
4162,2,15341,1,8.599999999999998,43.0231
4163,2,4029,1,2.2,10.9475
4164,2,124480,1,13.0,62.9985
4165,2,805212,4,1.3,26.6
4166,2,277980,6,1.1,34.08
4167,2,277979,2,7.1,71.25
4168,2,124481,1,15.0,77.4043
4169,2,158518,1,0.083,0.414
4170,2,163612,2,6.1,61.1722
4171,2,171853,1,23.0,114.96860000000001
4172,2,124397,1,14.0,71.9869
4173,2,295385,4,7.8,156.55999999999997
4174,2,15507,6,4.3,129.0198
4175,2,811066,12,0.36,21.384
4176,2,285312,2,1.9,19.241
4177,2,14325,2,1.5,14.905999999999999
4178,2,177247,8,0.67,26.9584
4179,2,51894,2,0.023,0.22540000000000002
4180,2,158501,2,0.083,0.8279999999999998
4181,2,811149,1,6.0,30.04
4182,2,267665,2,5.8,57.681400000000004
4183,2,277987,4,20.0,402.08000000000004
4184,2,156702,2,1.2,11.928399999999998
4185,2,282465,2,7.9,78.9076
4186,2,173234,2,9.7,96.53999999999999
4187,2,826138,1,14.0,68.28999999999999
4188,2,302287,8,0.099,3.956000000000001
4189,2,124232,4,2.5,49.52
4190,2,124395,1,7.7,38.3536
4191,2,306534,16,0.065,5.184000000000001
4192,2,295213,2,8.099999999999998,81.4
4193,2,167519,4,23.0,455.158
4194,2,123954,4,11.0,229.9952
4195,2,141880,2,11.0,110.424
4197,2,811037,2,11.0,107.11
4198,2,173263,1,1.2,6.0
4199,2,295379,2,4.4,44.35
4200,2,302201,2,1.8,18.220599999999997
4201,2,832959,3,12.0,185.39999999999998
4202,2,15347,2,2.8,28.031599999999997
4203,2,295296,4,28.0,552.256
4204,2,13266,16,6.3,505.6
4205,2,15351,2,8.199999999999998,82.07160000000002
4206,2,169012,1,17.0,82.79999999999998
4207,2,156692,1,8.199999999999998,41.090900000000005
4208,2,254419,4,1.4,28.456
4209,2,163606,2,11.0,105.35
4210,2,191411,4,16.0,320.9364
4211,2,191409,8,1.7,69.276
4212,2,171651,2,1.5,14.96
4213,2,124482,2,4.3,43.2
4214,2,810894,2,4.5,45.4366
4215,2,173259,1,0.96,4.7904
4216,2,153695,2,1.0,10.0
4217,2,300676,202,0.016,15.958000000000002
4218,2,254418,1,3.6,18.0571
4219,2,285309,12,1.1,66.8448
4220,2,163609,2,13.0,129.56
4221,2,295956,1,0.083,0.414
4222,2,15346,2,2.8,28.031599999999997
4223,2,191487,2,0.97,9.651399999999997
4224,2,295215,2,12.0,121.4526
4225,2,9327,2,44.0,441.77600000000007
4226,2,156699,3,17.0,256.1652
4227,2,295206,2,1.5,14.889999999999999
4228,2,15520,16,7.599999999999999,607.52
4229,2,167521,2,28.0,279.28360000000004
4230,2,300042,32,1.4,226.43199999999996
4231,2,84530,1,6.4,31.8
4232,2,173231,4,4.2,83.8468
4233,2,156782,2,2.8,28.215
4234,2,84613,26,0.76,98.69079999999997
4235,2,124309,2,0.46,4.5914
4236,2,15344,1,4.2,21.0552
4237,2,811034,2,11.0,114.67
4238,2,306204,1,0.037,0.1853
4239,2,295457,1,23.0,113.99999999999999
4240,2,123951,48,3.5,846.8400000000001
4241,2,46063,2,0.8399999999999997,8.4
4242,2,26224,18,0.035,3.123
4243,2,124394,1,15.0,76.2765
4244,2,300592,6,1.5,44.1942
4245,2,124534,1,1.1,5.259
4246,2,124170,1,4.0,20.1834
4247,2,301131,2,0.049,0.48719999999999997
4248,2,124434,2,5.0,49.9354
4249,2,245968,52,0.6,155.012
4250,2,167539,2,3.0,30.096
4251,2,826114,2,0.94,9.36
4252,2,307540,1,0.7,3.5033
4253,2,245953,8,0.85,34.1088
4254,2,124517,8,4.2,167.30640000000002
4255,2,308622,1,0.71,3.5484999999999993
4256,2,191627,4,1.4,28.0
4257,2,191444,10,7.5,373.05
4258,2,300675,9,0.0042,0.1881
4259,2,308179,24,1.0,121.93199999999999
4260,2,301144,2,0.24,2.432
4261,2,295942,2,7.2,72.0
4262,2,156623,1,5.0,25.2
4263,2,826142,1,15.0,76.18
4264,2,811087,4,9.7,194.9
4265,2,177612,4,1.1,21.9508
4266,2,145855,4,1.5,30.944000000000003
4267,2,899699,106,1.5,794.9894000000002
4268,2,295929,1,3.5,17.74
4269,2,156789,2,1.0,10.099999999999998
4270,2,308511,104,0.43,224.84799999999998
4271,2,15524,1,3.8,19.041600000000003
4272,2,303237,4,1.7,33.478
4273,2,15374,4,2.6,51.0104
4274,2,57006,2,1.5,15.0
4275,2,295945,4,2.3,46.8
4276,2,285313,4,0.86,17.2696
4277,2,15690,1,4.0,19.855
4278,2,15623,2,0.89,8.9348
4279,2,300397,8,0.24,9.7992
4280,2,124381,4,16.0,323.938
4281,2,167551,2,7.8,78.48899999999999
4282,2,124339,4,1.6,32.0
4283,2,245965,2,5.1,50.5118
4284,2,287037,1,1.6,8.097800000000001
4285,2,832966,1,9.3,46.410000000000004
4286,2,811448,1,0.9900000000000002,4.95
4287,2,177973,1,2.7,13.382000000000001
4288,2,15358,1,15.0,74.15
4289,2,124514,2,0.9,8.987
4290,2,14334,4,0.79,15.8616
4291,2,191624,4,6.0,120.248
4292,2,225404,2,0.88,8.762599999999999
4293,2,124531,2,7.7,77.346
4294,2,191416,8,1.1,45.28719999999999
4295,2,163655,1,10.0,52.2205
4296,2,295469,6,1.5,43.86
4297,2,247038,4,1.1,22.1896
4298,2,277988,6,1.2,35.8662
4299,2,32670,1,0.16,0.78
4300,2,295383,2,1.7,17.225
4301,2,15709,1,19.0,94.5438
4302,2,295939,2,3.6,36.0
4303,2,899577,8,0.052,2.06
4304,2,832963,1,13.0,66.95000000000002
4305,2,15792,4,1.5,29.4848
4306,2,277985,1,22.0,111.505
4307,2,49203,1,8.3,41.551
4308,2,178371,8,0.87,34.912
4309,2,811090,4,8.599999999999998,171.89999999999998
4310,2,306672,4,0.072,1.444
4311,2,295466,2,8.5,84.8
4312,2,156811,4,3.5,69.262
4313,2,170354,4,0.083,1.656
4314,2,191464,6,1.4,40.7826
4315,2,124292,2,10.0,100.37319999999998
4316,2,295992,2,0.17,1.656
4317,2,124591,1,5.9,29.631
4318,2,14324,1,0.73,3.6710999999999996
4319,2,300678,13,0.029,1.9071
4320,2,306372,4,1.1,21.744799999999994
4321,2,308287,6,0.05,1.5023999999999997
4322,2,811096,2,11.0,108.78199999999998
4323,2,287031,2,0.16,1.6469999999999998
4324,2,811179,2,17.0,172.36
4325,2,306538,30,1.0,150.993
4326,2,300237,4,0.072,1.4484
4327,2,234392,2,3.0,29.687600000000003
4328,2,282447,1,12.0,58.310900000000004
4329,2,212555,2,0.31,3.1062000000000003
4330,2,167545,1,32.0,157.741
4331,2,124378,2,7.599999999999999,76.043
4332,2,300519,2,0.67,6.722799999999999
4333,2,124262,2,4.3,42.9296
4334,2,111384,6,0.085,2.5356000000000005
4335,2,167498,8,3.8,151.79840000000002
4336,2,287034,2,1.8,18.34
4337,2,49177,20,0.64,63.664
4338,2,301482,2,1.7,16.901199999999996
4339,2,15330,4,22.0,431.544
4340,2,124425,2,5.7,57.2568
4341,2,176954,2,0.8,8.0428
4342,2,124428,2,8.5,85.47100000000002
4343,2,245962,2,11.0,112.51
4344,2,15247,24,7.8,941.8632
4345,2,124508,2,0.61,6.074599999999999
4346,2,826111,1,4.0,19.790000000000003
4347,2,300068,6,0.05,1.5114
4348,2,4200,1,2.3,11.432500000000001
4349,2,15521,6,3.2,96.045
4350,2,15546,2,5.3,53.1336
4351,2,51482,1,0.54,2.7
4352,2,234332,340,0.79,1334.8400000000001
4353,2,285310,2,1.2,11.8
4354,2,301259,29,0.029,4.2311000000000005
4355,2,177178,2,4.4,44.384
4356,2,156758,2,8.099999999999998,80.56
4357,2,813174,16,16.0,1314.256
4358,2,156700,2,7.3,72.75
4359,2,15712,2,19.0,189.0876
4360,2,153728,4,2.5,50.2988
4361,2,171650,2,6.5,64.86
4362,2,124176,4,1.5,30.432800000000004
4363,2,811176,1,7.7,38.748999999999995
4364,2,191425,2,9.0,89.69460000000001
4365,2,295938,1,3.6,18.0
4366,2,307076,4,1.2,24.211199999999998
4367,2,40284,4,0.04,0.8
4368,2,151302,3,2.3,34.2489
4369,2,156757,2,9.9,99.36
4370,2,245949,2,1.3,12.6078
4371,2,282436,4,14.0,286.62840000000006
4372,2,15661,2,3.8,38.391000000000005
4373,2,15644,8,2.0,79.42080000000001
4374,2,183350,2,3.7,36.720000000000006
4375,2,285322,1,8.599999999999998,42.81
4376,2,252818,6,5.3,158.32979999999998
4377,2,181991,2,18.0,180.0
4378,2,124304,4,9.7,194.7408
4379,2,295284,8,3.8,152.0256
4380,2,300000,30,0.28,42.254999999999995
4381,2,124221,4,0.64,12.7836
4382,2,191423,2,12.0,122.54859999999996
4383,2,167590,12,0.8299999999999998,49.62239999999999
4384,2,177608,4,1.8,36.176
4385,2,811191,4,6.5,130.90800000000002
4386,2,848234,2,2.0,20.400000000000002
4387,2,124387,36,1.8,315.63360000000006
4388,2,254411,4,0.24,4.8
4389,2,842340,1,16.0,78.1632
4390,2,124332,4,2.4,48.12200000000001
4391,2,287030,1,0.22,1.08
4392,2,124291,1,11.0,54.377599999999994
4393,2,277969,2,8.699999999999998,87.25999999999999
4394,2,124249,1,0.72,3.603
4395,2,167560,2,3.5,35.39719999999999
4396,2,124440,2,5.6,55.9132
4397,2,811164,1,6.3,31.375
4398,2,51909,1,0.025,0.1254
4399,2,124247,1,4.1,20.713800000000003
4400,2,15326,4,2.6,52.0316
4401,2,124390,2,2.1,21.069599999999994
4402,2,250941,1,2.8,14.139999999999997
4403,2,234819,2,0.011,0.114
4404,2,254414,8,0.2,8.0
4405,2,111011,2,0.26,2.6229999999999998
4406,2,308006,2,0.21,2.0867999999999998
4407,2,160874,1,9.5,47.6928
4408,2,308155,144,0.19,134.49599999999998
4409,2,257793,6,0.52,15.6
4410,2,162164,4,3.5,70.3
4411,2,295935,4,4.1,82.79999999999998
4412,2,814968,2,1.6,16.494
4413,2,282533,4,6.6,131.3952
4414,2,282466,8,0.98,39.3016
4415,2,15824,1,9.0,44.839999999999996
4416,2,810889,2,5.0,50.44100000000001
4417,2,214540,4,0.97,19.398400000000002
4418,2,811105,2,6.1,61.08000000000001
4419,2,124384,4,3.9,78.36799999999998
4420,2,151303,1,1.6,8.019400000000001
4421,2,124499,1,3.5,17.296
4422,2,191426,2,11.0,113.52
4423,2,811188,2,9.5,95.08
4424,2,10290,9,0.28,12.655800000000001
4425,2,287040,16,1.7,134.32
4426,2,303522,8,0.057,2.2840000000000003
4427,2,167587,2,3.1,30.674799999999998
4428,2,124550,8,4.9,195.2
4429,2,51661,1,1.6,7.853099999999999
4430,2,277966,2,6.7,66.759
4431,2,303492,32,0.056,8.991999999999999
4432,2,167640,4,6.4,128.862
4433,2,191422,2,12.0,116.46539999999997
4434,2,295941,1,11.0,54.0
4435,2,171860,2,3.1,31.071199999999997
4436,2,811167,1,6.1,30.349999999999994
4437,2,295475,1,1.5,7.614
4438,2,124329,1,2.8,13.894300000000001
4439,2,826117,1,6.8,34.16
4440,2,124437,2,3.7,37.343
4441,2,810883,2,2.6,25.65
4442,2,301023,8,0.0016,0.064
4443,2,177187,1,5.4,26.847
4444,2,124416,1,12.0,58.10660000000001
4445,2,245950,2,1.2,11.747
4446,2,40278,24,0.05,6.0
4447,2,145854,2,2.1,21.208
4448,2,306136,4,0.34,6.855600000000001
4449,2,826120,2,6.3,63.0
4451,2,13705,1,4.4,21.9007
4452,2,300518,94,0.27,126.0634
4453,2,32351,1,2.8,13.7951
4454,2,15246,2,10.0,101.7946
4455,2,84452,2,0.35,3.496
4456,2,285316,3,1.9,27.961499999999997
4457,2,300077,8,0.06,2.4112
4458,2,9511,20,0.48,48.172
4459,2,15361,1,3.4,17.0519
4460,2,302274,14,1.8,125.65559999999998
4461,2,124543,6,0.73,21.973799999999997
4462,2,151306,1,18.0,88.6714
4463,2,124502,1,4.0,19.9932
4464,2,300110,12,2.5,150.0408
4465,2,15837,2,1.4,14.4
4466,2,811102,4,5.9,118.29200000000002
4467,2,302407,96,1.6,782.1216
4468,2,234398,2,1.2,11.7866
4469,2,1177,2,12.0,117.36500000000001
4470,2,303406,152,0.0004,0.304
4471,2,4299,1,0.81,4.0502
4472,2,15620,1,6.0,30.029999999999998
4473,2,156125,1,4.0,19.8299
4474,2,254410,8,0.4,16.0
4475,2,191487,2,0.97,9.651399999999997
4476,2,826094,4,4.6,92.39999999999999
4477,2,151306,2,18.0,177.3428
4478,2,124502,2,4.0,39.9864
4479,2,811102,2,5.9,59.14600000000001
4480,2,811127,2,4.2,41.870000000000005
4481,2,167521,2,28.0,279.28360000000004
4482,2,145853,4,1.9,37.68
4483,2,303406,76,0.0004,0.152
4484,2,234398,1,1.2,5.8933
4485,2,49608,2,0.15,1.4722
4486,2,832961,1,22.0,112.19999999999999
4487,2,306153,4,0.059,1.1768
4488,2,124293,4,1.1,22.617600000000003
4489,2,15620,2,6.0,60.059999999999995
4490,2,295215,2,12.0,121.4526
4491,2,213346,3,0.5,7.5
4492,2,40278,12,0.05,3.0
4493,2,15295,4,9.7,194.3844
4494,2,124509,4,4.8,96.43480000000002
4495,2,306136,8,0.34,13.7112
4496,2,15771,1,4.4,21.761200000000002
4497,2,51505,2,0.2,2.0
4498,2,46063,2,0.8399999999999997,8.4
4499,2,234397,1,2.8,14.100000000000001
4500,2,306813,2,0.027000000000000003,0.27
4501,2,171877,1,28.0,141.26249999999996
4502,2,167640,2,6.4,64.431
4503,2,173259,1,0.96,4.7904
4504,2,245963,2,7.5,74.95179999999999
4505,2,124429,2,12.0,117.511
4506,2,15756,2,14.0,136.0334
4507,2,156690,1,7.2,36.1113
4508,2,295954,1,0.083,0.414
4509,2,161105,1,6.0,30.24
4510,2,173263,1,1.2,6.0
4511,2,810892,8,3.0,121.45839999999998
4513,2,124433,1,12.0,58.7182
4514,2,302276,122,1.2,704.8916
4515,2,124416,2,12.0,116.21320000000001
4516,2,245967,2,1.1,10.7906
4517,2,245950,4,1.2,23.494
4518,2,191609,1,6.6,33.1135
4519,2,287042,2,4.4,44.248
4520,2,295922,1,34.0,171.673
4521,2,811041,2,35.0,349.38599999999997
4522,2,191411,4,16.0,320.9364
4523,2,191426,4,11.0,227.04
4524,2,10290,18,0.28,25.311600000000002
4525,2,811188,1,9.5,47.54
4526,2,124220,4,2.0,39.91279999999999
4527,2,308242,4,0.061,1.2156000000000002
4528,2,124599,1,4.0,20.025100000000002
4529,2,252817,4,2.2,43.48319999999999
4530,2,277968,2,13.0,133.34
4531,2,84523,2,1.0,10.3986
4532,2,124386,4,9.6,191.3684
4533,2,287029,24,2.3,281.4792
4534,2,167510,2,2.6,25.8742
4535,2,303492,16,0.056,4.4959999999999996
4536,2,124423,24,0.53,63.948
4537,2,257794,1,0.56,2.8
4538,2,295944,2,5.4,54.0
4539,2,124231,4,2.0,40.2816
4540,2,167559,1,4.0,19.7886
4541,2,15642,4,3.7,73.24000000000001
4542,2,145983,20,2.6,257.386
4543,2,810882,2,1.8,17.954999999999995
4544,2,141879,2,13.0,128.6776
4545,2,124397,1,14.0,71.9869
4546,2,308488,2,0.037,0.3698
4547,2,124481,1,15.0,77.4043
4548,2,295461,2,6.4,63.949999999999996
4549,2,124439,1,7.2,35.80950000000001
4550,2,4029,1,2.2,10.9475
4551,2,15375,2,7.0,69.82419999999999
4552,2,167500,8,5.8,230.95839999999998
4553,2,124440,1,5.6,27.9566
4554,2,84499,4,1.9,37.136399999999995
4555,2,308005,32,0.18,29.231999999999992
4556,2,811164,2,6.3,62.75
4557,2,287036,1,1.9,9.4
4558,2,156637,2,1.5,15.026
4559,2,302287,4,0.099,1.9780000000000004
4560,2,277796,3,0.3,4.5
4561,2,124380,4,2.9,58.4632
4562,2,15348,2,2.0,19.9088
4563,2,15627,8,3.4,134.82
4564,2,277978,4,7.0,140.3
4565,2,156723,2,10.0,102.75
4566,2,123955,16,2.9,228.11039999999997
4567,2,167586,2,50.0,498.1674
4568,2,848234,1,2.0,10.200000000000001
4569,2,300524,30,0.92,138.60000000000002
4570,2,167560,1,3.5,17.6986
4571,2,173258,1,5.3,26.718799999999998
4572,2,156776,1,3.7,18.6824
4573,2,32441,4,0.022,0.44520000000000004
4574,2,40284,2,0.04,0.4
4575,2,307076,2,1.2,12.105599999999999
4576,2,9520,10,0.59,29.74
4577,2,826116,1,10.0,50.31
4578,2,282472,1,1.3,6.31
4579,2,141881,1,7.2,35.8744
4580,2,14336,4,2.7,53.59
4581,2,282436,2,14.0,143.31420000000003
4582,2,15644,4,2.0,39.71040000000001
4583,2,124257,4,4.3,85.69599999999998
4584,2,163643,1,4.2,21.15
4585,2,300000,15,0.28,21.127499999999998
4586,2,167558,1,11.0,56.662000000000006
4588,2,300677,280,0.015,21.308
4589,2,297529,2,5.4,54.0
4590,2,300068,12,0.05,3.0228
4591,2,124601,2,6.7,66.6024
4592,2,302275,74,0.61,226.25500000000002
4593,2,15546,1,5.3,26.566800000000004
4594,2,124551,8,0.058,2.3152
4595,2,295956,2,0.083,0.8279999999999998
4596,2,191445,2,9.1,91.46999999999998
4597,2,308334,1,0.15,0.7654
4598,2,295473,2,2.2,22.180000000000003
4599,2,171883,1,0.88,4.4
4600,2,287041,4,7.4,147.124
4601,2,254409,2,0.4,4.0
4602,2,295206,4,1.5,29.779999999999998
4603,2,813174,32,16.0,2628.512
4604,2,171641,2,2.2,21.6
4605,2,124385,2,7.9,78.58979999999998
4606,2,301258,4,0.021,0.41119999999999995
4607,2,153728,2,2.5,25.1494
4608,2,15712,1,19.0,94.5438
4609,2,285317,6,3.2,95.56980000000001
4610,2,124176,8,1.5,60.86560000000001
4611,2,15520,8,7.599999999999999,303.76
4612,2,15503,4,7.1,142.0368
4613,2,124659,2,1.4,14.188799999999997
4614,2,811176,2,7.7,77.49799999999999
4615,2,167645,1,13.0,64.05149999999999
4616,2,300042,16,1.4,113.21599999999998
4617,2,181931,2,3.2,32.49
4618,2,124262,1,4.3,21.4648
4619,2,810887,1,8.0,39.902100000000004
4620,2,212457,1,2.7,13.4022
4621,2,295339,2,34.0,343.28599999999994
4622,2,308002,118,0.07299999999999998,42.9166
4623,2,173247,2,1.1,10.824000000000002
4624,2,301482,4,1.7,33.80239999999999
4625,2,156782,1,2.8,14.1075
4626,2,15344,2,4.2,42.1104
4627,2,176954,1,0.8,4.0214
4628,2,245962,1,11.0,56.255
4629,2,124428,1,8.5,42.73550000000001
4630,2,88889,2,0.16,1.6319999999999997
4631,2,287033,1,4.3,21.28
4632,2,124508,4,0.61,12.149199999999999
4633,2,163649,4,2.1,42.4
4634,2,295992,1,0.17,0.8279999999999998
4635,2,306534,8,0.065,2.5920000000000005
4636,2,191626,4,4.0,80.362
4637,2,811133,2,5.4,54.0
4638,2,156664,1,4.3,21.6
4639,2,811096,1,11.0,54.390999999999984
4640,2,832967,1,20.0,98.83
4641,2,141880,1,11.0,55.212
4642,2,295296,2,28.0,276.128
4643,2,13266,32,6.3,1011.2
4644,2,815461,2,2.5,25.2
4645,2,282435,4,8.8,175.468
4646,2,234392,1,3.0,14.843800000000002
4647,2,169012,2,17.0,165.6
4648,2,15792,8,1.5,58.9696
4649,2,156692,1,8.199999999999998,41.090900000000005
4650,2,811139,1,24.0,119.0
4651,2,163606,1,11.0,52.675
4652,2,300363,4,0.23,4.6704
4653,2,167389,2,1.5,15.0
4654,2,124284,24,1.0,125.8464
4655,2,124482,1,4.3,21.6
4656,2,167591,3,1.0,15.133199999999999
4657,2,171898,1,2.0,10.0
4658,2,124305,2,8.099999999999998,80.5604
4659,2,810894,4,4.5,90.8732
4660,2,815467,1,4.8,23.896
4661,2,811090,8,8.599999999999998,343.79999999999995
4662,2,245969,2,15.0,147.4772
4663,2,14335,8,1.6,64.38399999999999
4664,2,163574,2,13.0,131.0188
4665,2,15777,1,3.2,15.7612
4666,2,282467,3,12.0,176.4792
4667,2,173253,2,3.2,32.3282
4668,2,84591,4,2.6,51.6536
4669,2,124306,4,1.6,32.3904
4670,2,124514,1,0.9,4.4935
4671,2,158518,2,0.083,0.8279999999999998
4672,2,163612,1,6.1,30.5861
4673,2,124530,1,2.5,12.6477
4674,2,225404,1,0.88,4.3812999999999995
4675,2,300530,8,0.75,29.8056
4676,2,247038,8,1.1,44.3792
4677,2,182134,2,3.2,32.49
4678,2,277989,1,20.0,100.52000000000001
4679,2,234393,2,13.0,130.122
4680,2,15374,8,2.6,102.0208
4681,2,15359,2,0.96,9.6316
4682,2,285312,1,1.9,9.6205
4683,2,808493,1,2.6,12.825
4684,2,57006,1,1.5,7.5
4685,2,295928,1,2.1,10.649999999999999
4686,2,191417,2,17.0,165.1216
4687,2,156702,1,1.2,5.964199999999999
4688,2,167499,8,1.6,62.92
4689,2,15525,1,1.7,8.3105
4690,2,287035,1,1.5,7.5200000000000005
4691,2,167549,2,49.0,487.7824
4692,2,15772,2,1.7,17.1
4693,2,308286,5,0.052,1.2875
4694,2,295467,1,2.0,10.1
4695,2,141885,1,3.9,19.4133
4696,2,301144,4,0.24,4.864
4697,2,167511,1,2.0,10.2338
4698,2,300782,16,0.013999999999999999,1.1168
4699,2,285311,2,1.2,11.8
4700,2,282468,2,13.0,126.30340000000001
4701,2,177612,8,1.1,43.9016
4702,2,306567,4,0.07499999999999998,1.508
4703,2,84505,2,0.88,8.762599999999999
4704,2,171631,1,0.26,1.3082
4705,2,163639,2,5.9,58.6
4706,2,810893,2,4.3,43.208600000000004
4707,2,167260,4,4.3,86.67800000000001
4708,2,124170,2,4.0,40.3668
4709,2,300032,4,0.66,13.179599999999999
4710,2,124434,1,5.0,24.9677
4711,2,308275,14,0.061,4.277
4712,2,245968,26,0.6,77.506
4713,2,811059,2,12.0,118.2
4714,2,191444,5,7.5,186.525
4715,2,815483,2,18.0,178.50079999999997
4716,2,112082,3,0.26,3.8625
4717,2,287599,1,1.4,6.9491000000000005
4718,2,13705,1,4.4,21.9007
4719,2,124378,1,7.599999999999999,38.0215
4720,2,15705,2,2.9,29.1158
4721,2,84530,2,6.4,63.6
4722,2,15703,1,3.5,17.5324
4723,2,111384,12,0.085,5.071200000000001
4724,2,124376,20,1.5,150.08800000000002
4725,2,295897,1,10.0,51.16
4726,2,171859,2,4.2,42.1234
4727,2,811034,1,11.0,57.335
4728,2,191421,8,2.1,82.08
4729,2,15330,2,22.0,215.772
4730,2,306204,2,0.037,0.3706
4731,2,277991,4,0.75,14.9344
4732,2,26224,9,0.035,1.5615
4733,2,124542,6,1.2,35.2278
4734,2,32351,1,2.8,13.7951
4735,2,297505,2,29.0,293.45
4736,2,177609,2,3.1,30.827599999999997
4737,2,300676,101,0.016,7.979000000000001
4738,2,234332,680,0.79,2669.6800000000003
4739,2,47419,15,0.0054,0.40199999999999997
4740,2,84487,4,9.1,182.2084
4741,2,156125,1,4.0,19.8299
4742,2,124335,6,2.8,83.5278
4743,2,156758,1,8.099999999999998,40.28
4744,2,4299,1,0.81,4.0502
4745,2,46087,1,9.8,49.2166
4746,2,15695,4,1.4,27.9872
4747,2,171650,4,6.5,129.72
4748,2,302344,2,2.1,20.6702
4749,2,163625,2,3.3,33.44
4750,2,177187,1,5.4,26.847
4751,2,151305,5,1.3,33.2455
4752,2,285323,1,8.599999999999998,43.11
4753,2,151303,1,1.6,8.019400000000001
4754,2,49331,1,1.7,8.5078
4755,2,183349,4,3.0,59.400000000000006
4756,2,285321,16,0.78,62.0832
4757,2,306129,4,0.053,1.0632000000000001
4758,2,306672,8,0.072,2.888
4759,2,51661,1,1.6,7.853099999999999
4760,2,302346,22,0.51,56.2848
4761,2,848235,2,1.7,16.8
4762,2,285325,2,0.78,7.7604
4763,2,191464,12,1.4,81.5652
4764,2,14324,2,0.73,7.342199999999999
4766,2,300678,29,0.029,4.2543
4767,2,123954,2,11.0,114.9976
4768,2,124292,1,10.0,50.18659999999999
4769,2,167453,1,9.9,49.3621
4770,2,826104,1,4.4,22.13
4771,2,46247,1,4.0,20.034
4772,2,156756,2,0.71,7.08
4773,2,811066,24,0.36,42.768
4774,2,285315,4,2.8,56.18320000000001
4775,2,84582,1,0.57,2.835
4776,2,163631,2,3.3,33.44
4777,2,811163,2,4.4,44.11
4778,2,826106,1,5.4,27.0
4779,2,124507,2,3.7,36.519600000000004
4780,2,111011,2,0.26,2.6229999999999998
4781,2,282532,4,6.0,120.734
4782,2,180560,1,0.77,3.834
4783,2,295934,4,3.2,64.8
4784,2,56681,2,1.7,17.0
4785,2,173234,1,9.7,48.27
4786,2,124232,8,2.5,99.04
4787,2,181933,8,3.9,154.6224
4788,2,811448,2,0.9900000000000002,9.9
4789,2,15625,2,9.2,91.67499999999998
4790,2,191408,4,33.0,656.4768000000001
4791,2,124398,4,1.9,38.9392
4792,2,277980,12,1.1,68.16
4793,2,805212,2,1.3,13.3
4794,2,826098,1,58.0,291.7700000000001
4795,2,300592,12,1.5,88.3884
4796,2,84524,10,1.0,51.378
4797,2,245949,2,1.3,12.6078
4798,2,179254,2,1.0,10.4796
4799,2,191425,2,9.0,89.69460000000001
4800,2,173260,2,1.4,13.9176
4801,2,252816,1,5.6,27.8574
4802,2,31689,1,7.8,39.2443
4803,2,167541,2,14.0,142.339
4804,2,124534,2,1.1,10.518
4805,2,302202,10,0.083,4.1450000000000005
4806,2,247037,4,1.1,22.1896
4807,2,295942,1,7.2,36.0
4808,2,191423,2,12.0,122.54859999999996
4809,2,171861,1,4.1,20.485
4810,2,300383,4,0.88,17.5028
4811,2,167498,4,3.8,75.89920000000001
4812,2,811146,2,7.8,78.15
4813,2,10295,1,2.4,12.1702
4814,2,124261,1,3.9,19.427500000000002
4815,2,145854,4,2.1,42.416
4816,2,167547,2,20.0,195.48760000000001
4817,2,156717,2,3.0,30.03
