id,plane_id,article,party_size,pf_time,workload
2787,1,124543,42,0.73,153.81660000000002
2788,1,171855,4,3.0,60.8444
2789,1,295475,4,1.5,30.456
2790,1,808533,7,6.4,224.763
2791,1,158518,7,0.083,2.898
2792,1,57006,3,1.5,22.5
2793,1,159051,3,1.2,17.9625
2794,1,826112,8,1.5,61.44
2795,1,171641,12,2.2,129.60000000000002
2796,1,156644,2,11.0,106.68
2797,1,811128,3,5.1,76.71300000000001
2798,1,124434,7,5.0,174.7739
2799,1,811034,3,11.0,172.00500000000002
2800,1,124340,6,4.9,145.73999999999998
2801,1,171885,2,2.6,26.3
2802,1,308155,216,0.19,201.74400000000003
2803,1,124175,6,3.9,115.86359999999999
2804,1,171870,2,4.3,43.204
2805,1,124261,7,3.9,135.9925
2806,1,308005,120,0.18,109.62
2807,1,295460,2,19.0,189.115
2808,1,815456,3,0.86,12.9
2809,1,84486,6,11.0,316.1766
2810,1,31366,7,0.16,5.5174
2811,1,300988,112,0.0002,0.11199999999999999
2812,1,15246,8,10.0,407.1784
2813,1,124528,7,15.0,538.965
2814,1,295941,4,11.0,216.0
2815,1,302274,76,1.8,682.1304
2816,1,127446,6,11.0,341.4102
2817,1,15625,14,9.2,641.7249999999998
2818,1,123953,6,2.4,71.8482
2819,1,130854,4,1.8,35.7296
2820,1,124498,18,0.95,85.0626
2821,1,295956,4,0.083,1.656
2822,1,282438,7,19.0,654.6365000000001
2823,1,287037,7,1.6,56.684599999999996
2824,1,307079,64,0.038,12.051200000000001
2825,1,277971,6,0.42,12.7008
2826,1,245968,198,0.6,590.2379999999999
2827,1,178378,4,1.0,19.932399999999998
2828,1,124329,4,2.8,55.577200000000005
2829,1,124284,162,1.0,849.4631999999998
2830,1,295926,4,5.2,103.12
2831,1,297529,3,5.4,81.0
2832,1,84452,8,0.35,13.984
2833,1,301131,14,0.049,3.4104
2834,1,826089,2,0.8199999999999998,8.24
2835,1,186094,7,9.5,333.8335
2837,1,163608,2,13.0,132.79999999999998
2838,1,300676,917,0.016,72.443
2839,1,15565,4,5.2,103.02840000000002
2840,1,300363,20,0.23,23.352
2841,1,156723,4,10.0,205.5
2842,1,308501,168,0.51,424.7208000000001
2843,1,811192,3,11.0,164.64
2844,1,156633,2,4.5,44.685
2845,1,811098,3,18.0,264.855
2846,1,245953,56,0.85,238.7616
2847,1,15295,8,9.7,388.76879999999994
2848,1,124220,14,2.0,139.69480000000001
2850,1,191426,14,11.0,794.64
2851,1,297509,3,1.9,28.5096
2852,1,826138,2,14.0,136.57999999999998
2853,1,15704,4,4.1,81.8536
2854,1,51506,8,0.04,1.6
2855,1,15374,12,2.6,153.0312
2856,1,167388,8,2.0,80.0
2857,1,124201,3,2.6,39.6792
2858,1,191445,7,9.1,320.14500000000004
2859,1,171859,7,4.2,147.43189999999998
2860,1,84576,3,5.2,78.042
2861,1,167591,21,1.0,105.9324
2862,1,811177,3,11.0,163.281
2863,1,124423,84,0.53,223.81799999999998
2864,1,177612,28,1.1,153.65560000000002
2865,1,15359,8,0.96,38.5264
2866,1,180560,7,0.77,26.838
2867,1,191411,28,16.0,2246.5548
2868,1,176953,7,13.0,459.3827
2869,1,84591,6,2.6,77.4804
2870,1,304582,113,0.3,169.38699999999997
2871,1,156757,8,9.9,397.44
2872,1,15344,4,4.2,84.2208
2873,1,282472,7,1.3,44.17
2874,1,300066,56,0.048,13.5464
2875,1,295347,14,0.7,49.0154
2876,1,124171,3,2.9,43.941
2877,1,124250,4,0.51,10.206
2878,1,88889,4,0.16,3.264
2879,1,301258,25,0.021,2.57
2880,1,811038,6,11.0,325.33200000000005
2881,1,899699,344,1.5,2579.9656
2882,1,285326,4,1.3,26.145599999999998
2883,1,167640,14,6.4,451.017
2884,1,811132,3,5.4,81.0
2885,1,151159,4,1.9,38.988
2886,1,13306,4,6.5,130.1552
2887,1,191490,12,1.5,87.006
2888,1,832960,2,12.0,123.6
2889,1,177973,4,2.7,53.528000000000006
2890,1,285311,8,1.2,47.2
2891,1,295284,28,3.8,532.0896
2892,1,234394,7,27.0,953.8165000000001
2893,1,302278,28,0.77,107.16720000000001
2894,1,811147,3,1.4,21.588
2895,1,167467,16,2.7,213.2848
2896,1,15689,7,8.699999999999998,305.5240999999999
2897,1,9511,70,0.48,168.602
2898,1,10294,7,2.6,91.11410000000001
2899,1,306538,150,1.0,754.9649999999999
2900,1,282465,14,7.9,552.3532
2901,1,156727,8,0.5,19.9752
2902,1,302992,14,0.87,60.6102
2903,1,9327,7,44.0,1546.2160000000001
2904,1,267665,7,5.8,201.8849
2905,1,295945,8,2.3,93.6
2906,1,124502,7,4.0,139.95239999999998
2907,1,84524,15,1.0,77.06700000000001
2908,1,810887,7,8.0,279.31469999999996
2909,1,156697,4,13.0,252.2352
2910,1,289128,7,8.5,296.5081
2911,1,124517,12,4.2,250.95959999999997
2912,1,173231,6,4.2,125.77019999999999
2913,1,303406,556,0.0004,1.112
2914,1,212518,14,1.1,73.91720000000001
2915,1,212457,3,2.7,40.2066
2916,1,300397,40,0.24,48.995999999999995
2917,1,112082,48,0.26,61.8
2918,1,15298,8,8.3,333.07919999999996
2919,1,826116,2,10.0,100.62
2920,1,306568,84,0.063,26.4348
2921,1,287041,14,7.4,514.934
2922,1,163650,16,2.4,194.4
2923,1,811180,3,11.0,168.76500000000001
2924,1,282435,28,8.8,1228.2759999999998
2925,1,308474,192,0.006,5.76
2926,1,811165,6,4.4,131.01
2927,1,167230,16,2.0,159.0176
2928,1,826101,4,3.9,78.88
2929,1,183350,14,3.7,257.03999999999996
2930,1,300518,188,0.27,252.1268
2931,1,156637,4,1.5,30.052
2932,1,297555,3,0.083,1.242
2933,1,167549,4,49.0,975.5648
2934,1,285323,4,8.599999999999998,172.44
2935,1,15362,7,1.4,47.914300000000004
2936,1,811135,3,18.0,267.0
2937,1,191423,14,12.0,857.8402000000002
2938,1,124427,14,8.9,625.1307999999999
2939,1,813173,6,3.0,89.75999999999999
2940,1,167519,14,23.0,1593.0529999999999
2941,1,285308,48,0.92,219.80640000000005
2942,1,15347,8,2.8,112.12639999999999
2943,1,124378,7,7.599999999999999,266.1505
2944,1,254414,28,0.2,28.0
2945,1,15772,8,1.7,68.4
2946,1,167260,14,4.3,303.373
2947,1,191408,14,33.0,2297.6688
2948,1,277968,4,13.0,266.68
2949,1,177608,28,1.8,253.23199999999997
2950,1,295915,4,42.0,848.5
2951,1,156776,4,3.7,74.7296
2952,1,832963,2,13.0,133.90000000000003
2953,1,15622,7,1.6,56.754599999999996
2954,1,815463,3,2.5,37.8
2955,1,124551,28,0.058,8.1032
2956,1,252816,7,5.6,195.0018
2957,1,191487,14,0.97,67.5598
2958,1,124254,84,2.1,874.6080000000001
2959,1,257794,7,0.56,19.6
2960,1,171877,2,28.0,282.5249999999999
2961,1,811041,3,35.0,524.079
2962,1,234398,7,1.2,41.253099999999996
2963,1,810891,14,2.9,201.1002
2964,1,124337,12,4.9,296.9472
2965,1,10290,31,0.28,43.5922
2966,1,306726,12,0.5,30.096
2967,1,305989,16,1.2,96.96000000000001
2968,1,14336,14,2.7,187.565
2969,1,181932,32,3.8,611.6479999999999
2970,1,306534,56,0.065,18.144000000000002
2971,1,84505,3,0.88,13.1439
2972,1,295934,16,3.2,259.2
2973,1,277979,8,7.1,285.0
2974,1,225404,3,0.88,13.1439
2975,1,49332,4,3.0,59.9988
2976,1,811105,3,6.1,91.62
2977,1,301845,12,0.11,6.5388
2978,1,145853,14,1.9,131.88
2979,1,811184,3,8.0,119.49
2980,1,297521,6,6.0,179.61
2981,1,151305,35,1.3,232.7185
2982,1,124397,7,14.0,503.90830000000005
2983,1,811090,12,8.599999999999998,515.7
2984,1,84535,3,2.4,35.5362
2985,1,191626,28,4.0,562.534
2986,1,15381,3,1.4,20.3211
2987,1,178371,12,0.87,52.368
2988,1,287030,7,0.22,7.5600000000000005
2989,1,826097,2,9.0,90.02000000000001
2990,1,163631,8,3.3,133.76
2991,1,826161,2,13.0,132.2
2992,1,124416,7,12.0,406.7462
2993,1,811169,3,6.1,91.05
2994,1,124258,14,1.1,74.9546
2995,1,15712,7,19.0,661.8065999999999
2996,1,303492,112,0.056,31.472000000000005
2997,1,234387,9,0.8,36.0135
2998,1,254410,28,0.4,56.0
2999,1,15351,4,8.199999999999998,164.14319999999998
3000,1,4029,7,2.2,76.6325
3001,1,308275,118,0.061,36.049
3002,1,295340,14,4.9,342.29999999999995
3003,1,308324,16,0.13,10.560000000000002
3004,1,124382,14,53.0,3733.7580000000003
3005,1,117200,72,0.12,44.424
3006,1,815467,3,4.8,71.688
3007,1,295919,4,2.8,56.96
3008,1,173261,7,1.8,62.2132
3009,1,32351,7,2.8,96.5657
3010,1,169012,4,17.0,331.2
3011,1,295464,4,2.0,40.4
3012,1,832967,2,20.0,197.66
3013,1,308245,32,0.063,10.064000000000002
3014,1,4108,6,3.6,108.543
3015,1,811139,3,24.0,357.0
3016,1,15524,7,3.8,133.29119999999998
3017,1,41304,3,2.4,36.0
3018,1,818494,6,0.9900000000000002,29.700000000000006
3019,1,46087,2,9.8,98.43319999999999
3020,1,124433,7,12.0,411.0273999999999
3021,1,308511,208,0.43,449.69599999999997
3022,1,826094,8,4.6,184.79999999999998
3023,1,295461,8,6.4,255.79999999999998
3024,1,158577,6,0.8299999999999998,24.923400000000004
3025,1,124249,4,0.72,14.412
3026,1,811125,3,7.7,116.09400000000001
3027,1,49205,4,2.5,49.046800000000005
3028,1,124602,7,4.8,167.77949999999998
3029,1,285329,12,6.7,402.1836
3030,1,811448,4,0.9900000000000002,19.8
3031,1,295953,4,0.083,1.656
3032,1,84577,3,2.7,40.53090000000001
3033,1,84532,3,1.4,20.712000000000003
3034,1,302277,12,5.4,326.9472
3035,1,13326,4,5.4,107.34400000000001
3036,1,245950,14,1.2,82.229
3037,1,302202,35,0.083,14.5075
3038,1,156782,4,2.8,56.43
3039,1,124388,7,2.0,70.40950000000001
3040,1,308034,72,0.35,127.03680000000001
3041,1,167590,42,0.8299999999999998,173.67839999999998
3042,1,255714,14,2.6,184.8728
3043,1,306130,24,0.0004,0.048
3044,1,15369,10,2.6,128.798
3045,1,234819,7,0.011,0.399
3046,1,287034,14,1.8,128.38
3047,1,163643,2,4.2,42.3
3048,1,124542,42,1.2,246.59460000000004
3049,1,171856,2,4.3,43.204
3050,1,170354,16,0.083,6.624
3051,1,32670,7,0.16,5.46
3052,1,245965,7,5.1,176.7913
3053,1,191418,14,1.7,116.51080000000002
3054,1,124339,12,1.6,96.0
3055,1,811035,3,12.0,176.86500000000004
3056,1,167541,14,14.0,996.3729999999998
3057,1,51909,4,0.025,0.5016
3058,1,15324,2,3.3,33.0
3059,1,167511,7,2.0,71.6366
3060,1,250941,4,2.8,56.55999999999999
3061,1,84487,6,9.1,273.3126
3062,1,51894,14,0.023,1.5778
3063,1,15692,7,2.2,76.8453
3064,1,151303,7,1.6,56.1358
3065,1,810892,56,3.0,850.2088
3066,1,32441,16,0.022,1.7808000000000002
3067,1,811174,6,0.52,15.492
3068,1,285314,16,0.86,69.0784
3069,1,295938,4,3.6,72.0
3070,1,277991,12,0.75,44.8032
3071,1,124309,14,0.46,32.1398
3072,1,124497,6,4.1,124.2558
3073,1,300377,80,0.2,79.272
3074,1,295476,4,1.9,37.656
3075,1,124418,7,0.47,16.5886
3076,1,295296,14,28.0,1932.896
3077,1,300110,24,2.5,300.0816
3078,1,57005,3,7.5,112.929
3079,1,811159,3,6.0,90.447
3080,1,153695,14,1.0,70.0
3081,1,171642,8,2.9,115.2
3082,1,84596,3,1.2,17.5962
3083,1,257614,36,3.1,550.8828
3084,1,277976,18,0.79,71.46
3085,1,15771,4,4.4,87.04480000000001
3086,1,111011,14,0.26,18.361
3087,1,297530,3,5.4,81.0
3089,1,124598,7,2.9,101.0338
3090,1,156662,4,8.9,177.58239999999998
3091,1,163609,4,13.0,259.12
3093,1,15564,7,2.9,100.7545
3094,1,300677,1064,0.015,80.97040000000001
3095,1,301023,28,0.0016,0.22399999999999998
3096,1,295457,4,23.0,455.99999999999994
3097,1,285325,8,0.78,31.0416
3098,1,163624,8,3.3,133.76
3099,1,156632,2,3.9,38.775000000000006
3100,1,815474,3,14.0,206.85
3101,1,124437,7,3.7,130.7005
3102,1,285310,8,1.2,47.2
3103,1,842340,7,16.0,547.1424000000001
3104,1,167500,16,5.8,461.91679999999997
3105,1,124482,7,4.3,151.20000000000005
3106,1,297508,3,2.5,36.75
3107,1,15703,4,3.5,70.1296
3108,1,826120,4,6.3,126.0
3109,1,245969,4,15.0,294.9544
3110,1,163639,4,5.9,117.2
3111,1,171860,4,3.1,62.142399999999995
3112,1,308286,35,0.051,9.0125
3113,1,214540,14,0.97,67.8944
3114,1,171875,2,3.4,34.3
3115,1,176952,7,5.1,178.09259999999998
3116,1,15358,7,15.0,519.05
3117,1,156692,2,8.199999999999998,82.18180000000001
3118,1,826105,4,5.4,108.0
3119,1,295206,14,1.5,104.23
3120,1,15343,4,8.9,178.75879999999998
3121,1,167545,7,32.0,1104.187
3122,1,124170,3,4.0,60.550200000000004
3123,1,156756,8,0.71,28.32
3124,1,301259,146,0.029,21.301399999999997
3125,1,811039,3,11.0,163.107
3126,1,45968,16,1.8,145.256
3127,1,295897,4,10.0,204.64
3128,1,167560,3,3.5,53.0958
3129,1,832959,6,12.0,370.79999999999995
3130,1,84607,3,2.4,35.745
3131,1,124531,14,7.7,541.4219999999999
3132,1,811054,6,8.8,264.04800000000006
3133,1,213349,4,1.0,20.0
3134,1,254418,7,3.6,126.3997
3135,1,84592,6,1.4,42.0
3136,1,295942,4,7.2,144.0
3137,1,10295,7,2.4,85.19139999999999
3138,1,14325,7,1.5,52.171
3139,1,277987,14,20.0,1407.2800000000002
3140,1,300381,18,0.15,13.7808
3141,1,156726,8,0.71,28.357599999999998
3142,1,51661,7,1.6,54.9717
3143,1,815459,3,0.083,1.242
3144,1,191444,27,7.5,1007.235
3145,1,811178,3,12.0,173.895
3147,1,307076,14,1.2,84.7392
3148,1,811163,6,4.4,132.32999999999998
3149,1,173253,6,3.2,96.9846
3150,1,277972,6,2.1,63.77040000000001
3151,1,300396,8,1.8,70.48320000000001
3152,1,295927,4,0.97,19.467599999999997
3153,1,124234,42,2.7,568.47
3154,1,308488,14,0.037,2.5886
3155,1,163636,4,17.0,340.0
3156,1,295469,24,1.5,175.44
3157,1,826117,2,6.8,68.32
3158,1,811087,12,9.7,584.7
3159,1,815462,6,2.5,75.59999999999998
3160,1,15621,7,1.7,57.939
3161,1,191486,12,1.5,87.006
3162,1,84570,6,2.0,60.405
3163,1,163651,4,45.0,904.8228
3164,1,1650,72,3.7,1333.3680000000002
3165,1,302393,3,0.21,3.2226
3166,1,4107,3,2.9,43.134299999999996
3167,1,308334,7,0.15,5.3578
3168,1,192360,4,0.7,14.0
3169,1,826102,2,4.0,40.1
3170,1,40278,36,0.05,9.0
3171,1,300519,4,0.67,13.445599999999999
3172,1,300782,56,0.013999999999999999,3.9088
3173,1,167552,3,21.0,313.9065
3174,1,15361,4,3.4,68.2076
3175,1,15546,7,5.3,185.96759999999995
3176,1,141881,7,7.2,251.1208
